ID1 ID2 nb_sup2 sum_sup2 Sex1 State1 Region1 Sex2 State2 Region2
LD2030 LD0068 161 997.314 Female Karnataka South Male Karnataka South
LD2077 LD0553 16 55.002 Male Karnataka South Male Karnataka South
LD2164 LD0668 33 119.69 Male Delhi North Female Delhi North
LD1586 LD2723 14 40.608 Male Haryana North Male Telangana South
LD1520 LD1051 14 34.929 Female Haryana North Female Tamil_Nadu South
LD1922 LD2433 13 55.08 Female Kerala South Male Kerala South
LD1828 LD1859 12 48.267 Male Kerala South Female Kerala South
LD1597 LD2132 16 51.003 Female Haryana North Female Madhya_Pradesh Central
LD1796 LD2559 33 97.238 Female Karnataka South Male Telangana South
LD2292 LD0803 129 769.435 Male Tamil_Nadu South Male Tamil_Nadu South
LD0397 LD1216 15 45.763 Female Haryana North Male Rajasthan North
LD1237 LD2436 11 44.569 Female Uttar_Pradesh Central Male Uttar_Pradesh Central
LD2281 LD1835 11 42.038 Male Kerala South Female Kerala South
LD0586 LD2566 15 40.863 Male Delhi North Male Maharashtra West
LD2467 LD0498 9 27.477 Female Haryana North Female Kerala South
LD1256 LD1978 11 30.223 Female Uttar_Pradesh Central Female Haryana North
LD1961 LD1330 70 373.489 Female Kerala South Female Kerala South
LD1180 LD2179 12 38 Male Missing Other Male Delhi North
LD1865 LD0481 11 33.814 Male Tamil_Nadu South Female Karnataka South
LD0501 LD0508 276 1550.71 Male Karnataka South Female Karnataka South
LD0363 LD1355 16 48.347 Male Haryana North Female West_Bengal East
LD2510 LD0535 28 83.031 Female Rajasthan North Female Rajasthan North
LD0095 LD1075 20 65.27 Female Rajasthan North Female Rajasthan North
LD0155 LD2014 16 54.124 Male Uttar_Pradesh Central Female Uttar_Pradesh Central
LD0521 LD2466 13 38.086 Female Kerala South Male Gujarat West
LD0510 LD1193 12 39.377 Male Haryana North Female Haryana North
LD1446 LD2526 15 63.744 Male Haryana North Female Haryana North
LD1402 LD1779 26 120.852 Male Kerala South Female Kerala South
LD1683 LD1195 14 44.483 Male Kerala South Male Kerala South
LD2737 LD2586 63 310.612 Female Kerala South Male Kerala South
LD2240 LD1063 14 37.932 Female Uttar_Pradesh Central Female Gujarat West
LD0164 LD0386 8 26.161 Male Bihar East Male Bihar East
LD0344 LD0491 27 90.173 Male Kerala South Male Kerala South
LD1081 LD0986 20 70.185 Male Kerala South Female Kerala South
LD0592 LD1850 10 33.617 Female Karnataka South Female Karnataka South
LD1619 LD2152 13 36.899 Female Rajasthan North Male Bihar East
LD0238 LD1924 21 61.288 Male Rajasthan North Male Rajasthan North
LD1920 LD2136 58 207.689 Female Karnataka South Female Karnataka South
LD2121 LD1699 210 1371.96 Male Tamil_Nadu South Female Tamil_Nadu South
LD0924 LD1030 59 356.31 Female Tamil_Nadu South Male Tamil_Nadu South
LD1228 LD1323 13 38.85 Female Haryana North Male Kerala South
LD2256 LD1336 13 45.823 Female Tamil_Nadu South Female Tamil_Nadu South
LD0831 LD0913 13 35.588 Female Karnataka South Female Tamil_Nadu South
LD2003 LD0982 30 95.52 Female Kerala South Male Kerala South
LD2056 LD1147 28 111.141 Female Kerala South Female Kerala South
LD2192 LD0124 15 65.794 Female Kerala South Male Kerala South
LD0014 LD0857 54 231.038 Male Tamil_Nadu South Male Tamil_Nadu South
LD0121 LD0222 13 47.531 Male Kerala South Male Kerala South
LD0581 LD1449 12 38.168 Female Haryana North Female Uttar_Pradesh Central
LD0369 LD2247 12 53.19 Male Kerala South Female Tamil_Nadu South
LD1712 LD1773 12 32.558 Corrected_Female Uttar_Pradesh Central Female Rajasthan North
LD1183 LD0039 12 52.749 Female Haryana North Female Haryana North
LD0749 LD1815 15 44.737 Female Kerala South Male Kerala South
LD0257 LD0463 19 86.963 Male Rajasthan North Male Rajasthan North
LD2590 LD1924 9 31.89 Female Karnataka South Male Rajasthan North
LD2013 LD2654 12 34.829 Male Tamil_Nadu South Male Tamil_Nadu South
LD2582 LD1367 172 829.475 Female Kerala South Female Kerala South
LD1806 LD1178 39 200.991 Male Tamil_Nadu South Female Tamil_Nadu South
LD2681 LD1257 50 187.89 Male Tamil_Nadu South Female Tamil_Nadu South
LD1794 LD2732 15 52.297 Female Rajasthan North Female Rajasthan North
LD2135 LD0036 15 48.831 Female Missing Other Female Delhi North
LD2755 LD1226 49 207.671 Male Kerala South Male Kerala South
LD0518 LD1131 11 31.304 Male Tamil_Nadu South Male Madhya_Pradesh Central
LD1334 LD0233 64 285.495 Female Kerala South Female Kerala South
LD0624 LD1163 55 228.528 Male Rajasthan North Female Rajasthan North
LD2572 LD0874 10 35.201 Female Himachal_Pradesh North Female Kerala South
LD1001 LD2177 42 143.813 Female Kerala South Female Kerala South
LD0195 LD0234 13 38.025 Female Kerala South Female Gujarat West
LD2340 LD2393 23 93.174 Female Kerala South Male Kerala South
LD1585 LD2045 10 29.628 Female Karnataka South Female Tamil_Nadu South
LD0251 LD1080 13 36.708 Female Tamil_Nadu South Male Tamil_Nadu South
LD1814 LD0343 17 54.13 Female Uttar_Pradesh Central Male Haryana North
LD0644 LD2200 12 33.594 Male Kerala South Female Jammu_&_Kashmir North
LD1290 LD1682 48 228.611 Male Kerala South Male Kerala South
LD1371 LD0417 31 97.728 Female Uttar_Pradesh Central Female Rajasthan North
LD1383 LD1281 38 170.965 Female Kerala South Male Kerala South
LD1779 LD1402 26 120.852 Female Kerala South Male Kerala South
LD2339 LD2664 12 36.25 Male Rajasthan North Male Kerala South
LD0432 LD1453 17 63.719 Female Kerala South Male Kerala South
LD1449 LD1830 14 41.363 Female Uttar_Pradesh Central Male Haryana North
LD1896 LD1965 14 41.158 Female Tamil_Nadu South Female Gujarat West
LD1109 LD0009 12 35.525 Female Tamil_Nadu South Male Maharashtra West
LD0297 LD2532 22 81.981 Male Delhi North Female Punjab North
LD0508 LD0501 276 1550.71 Female Karnataka South Male Karnataka South
LD1581 LD0346 30 135.41 Female Kerala South Male Kerala South
LD1641 LD1859 18 75.99 Female Kerala South Female Kerala South
LD2508 LD0030 102 474.031 Female Tamil_Nadu South Male Tamil_Nadu South
LD0630 LD2596 41 170.991 Female Rajasthan North Female Haryana North
LD2453 LD1850 12 39.409 Female Tamil_Nadu South Female Karnataka South
LD1682 LD1290 48 228.611 Male Kerala South Male Kerala South
LD2211 LD1526 37 138.22 Female Tamil_Nadu South Male Tamil_Nadu South
LD1773 LD0576 22 67.973 Female Rajasthan North Female Rajasthan North
LD1163 LD0624 55 228.528 Female Rajasthan North Male Rajasthan North
LD1312 LD2071 12 38.845 Male Haryana North Male Rajasthan North
LD0122 LD2238 13 33.901 Male Tamil_Nadu South Female Madhya_Pradesh Central
LD1149 LD0044 10 26.465 Male Uttar_Pradesh Central Female Telangana South
LD0387 LD1941 126 390.074 Male Kerala South Female Kerala South
LD0772 LD1265 10 33.447 Female Kerala South Male Kerala South
LD0421 LD1491 18 61.461 Female Rajasthan North Female Rajasthan North
LD2661 LD1798 53 202.618 Female Kerala South Female Kerala South
LD0484 LD0163 188 1152.69 Female Kerala South Female Kerala South
LD1110 LD2296 10 36.552 Male Rajasthan North Male Rajasthan North
LD2104 LD2738 16 47.808 Male Kerala South Female Kerala South
LD2244 LD0903 19 77.045 Male Kerala South Female Kerala South
LD0388 LD1202 9 27.87 Male Haryana North Female Uttarakhand Central
LD1479 LD1142 12 33.635 Female Kerala South Female Uttar_Pradesh Central
LD0392 LD2415 21 72.086 Male Haryana North Male Haryana North
LD0726 LD1474 12 37.447 Female Rajasthan North Female Haryana North
LD0576 LD1864 25 68.491 Female Rajasthan North Female Rajasthan North
LD1029 LD2436 13 47.048 Female Uttar_Pradesh Central Male Uttar_Pradesh Central
LD2662 LD1294 31 171.066 Female Rajasthan North Male Rajasthan North
LD1013 LD2323 17 100.305 Male Haryana North Female Haryana North
LD0910 LD1229 23 81.476 Male Tamil_Nadu South Male Tamil_Nadu South
LD0650 LD0944 33 120.3 Female Rajasthan North Male Rajasthan North
LD0330 LD1706 12 36.127 Male Haryana North Female Uttar_Pradesh Central
LD2569 LD1267 15 67.014 Female Kerala South Male Kerala South
LD0646 LD2545 14 77.423 Female Kerala South Male Kerala South
LD2021 LD1848 15 41.271 Female Uttar_Pradesh Central Male Bihar East
LD0682 LD0742 31 103.516 Female Kerala South Male Kerala South
LD2188 LD0758 20 99.677 Male Karnataka South Female Karnataka South
LD1729 LD0674 151 851.208 Male Haryana North Male Haryana North
LD0734 LD2200 14 41.037 Female Tamil_Nadu South Female Jammu_&_Kashmir North
LD0860 LD1513 14 41.038 Female Rajasthan North Male Haryana North
LD0163 LD0484 188 1152.69 Female Kerala South Female Kerala South
LD1589 LD2063 33 150.266 Female Kerala South Female Kerala South
LD1535 LD0138 10 49.474 Female Haryana North Female Rajasthan North
LD1760 LD1097 105 506.8 Female Kerala South Female Kerala South
LD0241 LD1628 12 45.637 Male Kerala South Female Kerala South
LD1823 LD0733 12 43.987 Female Delhi North Male Haryana North
LD0106 LD2561 9 36.017 Female Tamil_Nadu South Male Kerala South
LD1235 LD2197 12 35.164 Male Tamil_Nadu South Female Tamil_Nadu South
LD1059 LD0028 15 44.12 Male Haryana North Female Haryana North
LD0857 LD0014 54 231.038 Male Tamil_Nadu South Male Tamil_Nadu South
LD1990 LD2354 42 165.768 Female Rajasthan North Male Rajasthan North
LD0418 LD0927 20 74.383 Female Kerala South Female Kerala South
LD1492 LD0082 92 483.121 Female Kerala South Female Kerala South
LD1166 LD1539 8 30.286 Female Karnataka South Female Karnataka South
LD0984 LD1371 30 94.213 Male Haryana North Female Uttar_Pradesh Central
LD0904 LD1907 39 190.074 Female Tamil_Nadu South Male Tamil_Nadu South
LD1694 LD1128 31 134.278 Female Kerala South Female Kerala South
LD2732 LD1794 15 52.297 Female Rajasthan North Female Rajasthan North
LD1516 LD0351 11 28.955 Male Uttar_Pradesh Central Male Rajasthan North
LD1718 LD0293 13 38.518 Female Karnataka South Female Telangana South
LD1894 LD1216 40 118.095 Female Haryana North Male Rajasthan North
LD1393 LD1266 27 106.308 Female Karnataka South Female Karnataka South
LD2488 LD1294 19 63.838 Female Rajasthan North Male Rajasthan North
LD1616 LD0509 12 36.701 Female Kerala South Male Bihar East
LD2741 LD1677 30 113.889 Female Karnataka South Male Tamil_Nadu South
LD2346 LD0277 24 75.236 Female Rajasthan North Female Rajasthan North
LD2231 LD1263 14 37.734 Female Karnataka South Male Bihar East
LD1703 LD2647 19 61.651 Male Rajasthan North Female Rajasthan North
LD2054 LD2174 9 31.576 Male Rajasthan North Female Rajasthan North
LD1788 LD1633 69 363.389 Male Karnataka South Male Karnataka South
LD0662 LD2198 48 281.869 Female Kerala South Male Kerala South
LD1327 LD0936 13 35.862 Female Uttar_Pradesh Central Female Haryana North
LD2332 LD1279 25 80.912 Female Kerala South Male Kerala South
LD1652 LD2426 10 34 Male Karnataka South Male Telangana South
LD1459 LD2119 8 32.104 Male Karnataka South Female Maharashtra West
LD0787 LD1920 11 31.884 Female Haryana North Female Karnataka South
LD1068 LD0441 25 70.666 Female Haryana North Male Punjab North
LD1963 LD2452 17 51.333 Female Haryana North Male Haryana North
LD2198 LD1330 94 602.546 Male Kerala South Female Kerala South
LD1563 LD0299 13 35.714 Female Tamil_Nadu South Female Kerala South
LD0513 LD1003 10 35.383 Female Uttar_Pradesh Central Male Uttar_Pradesh Central
LD0989 LD1958 13 38.704 Male Karnataka South Male Uttar_Pradesh Central
LD0265 LD0481 13 34.204 Female Telangana South Female Karnataka South
LD0223 LD0739 20 60.427 Male Rajasthan North Male Rajasthan North
LD0653 LD1714 110 422.216 Male Rajasthan North Male Rajasthan North
LD1825 LD0568 10 27.191 Female Tamil_Nadu South Female West_Bengal East
LD1556 LD1128 33 105.246 Female Kerala South Female Kerala South
LD0396 LD2597 37 136.282 Female Andhra_Pradesh South Male Andhra_Pradesh South
LD2583 LD0938 9 33.525 Male Tamil_Nadu South Female Kerala South
LD0546 LD1587 64 303.019 Male Karnataka South Male Karnataka South
LD0583 LD2623 93 439.264 Male Tamil_Nadu South Male Tamil_Nadu South
LD2031 LD0448 15 43.89 Female Karnataka South Male Tamil_Nadu South
LD2584 LD0278 21 93.517 Male Kerala South Female Kerala South
LD0696 LD1216 33 103.134 Female Haryana North Male Rajasthan North
LD0654 LD1850 9 27.582 Male Karnataka South Female Karnataka South
LD2650 LD0609 23 77.795 Male Rajasthan North Male Rajasthan North
LD0895 LD1334 23 84.748 Female Kerala South Female Kerala South
LD2310 LD0927 23 71.863 Female Kerala South Female Kerala South
LD0104 LD0618 19 58.597 Male Kerala South Male Kerala South
LD1307 LD0605 10 26.475 Male Tamil_Nadu South Female Uttar_Pradesh Central
LD0848 LD2091 13 36.794 Female West_Bengal East Female Uttarakhand Central
LD1201 LD1655 76 325.253 Male Delhi North Female Delhi North
LD0566 LD0225 10 33.189 Female Tamil_Nadu South Female Maharashtra West
LD2647 LD1703 19 61.651 Female Rajasthan North Male Rajasthan North
LD0613 LD0523 38 236.537 Female Kerala South Female Kerala South
LD0491 LD0344 27 90.173 Male Kerala South Male Kerala South
LD1349 LD0501 26 90.583 Female Karnataka South Male Karnataka South
LD0874 LD0659 64 285.325 Female Kerala South Female Kerala South
LD1465 LD1021 23 84.312 Male Rajasthan North Male Rajasthan North
LD2627 LD1844 12 36.764 Female Uttar_Pradesh Central Male Haryana North
LD1650 LD1677 46 209.696 Female Tamil_Nadu South Male Tamil_Nadu South
LD0902 LD1343 27 120.272 Male Kerala South Female Kerala South
LD1488 LD1331 24 103.115 Female Bihar East Male Bihar East
LD2398 LD1446 11 42.921 Male Haryana North Male Haryana North
LD0199 LD2296 13 36.852 Male Uttar_Pradesh Central Male Rajasthan North
LD0834 LD0822 159 1001.28 Female Kerala South Male Kerala South
LD1391 LD2528 290 1946.61 Male Karnataka South Male Karnataka South
LD0911 LD2063 9 35.199 Female Kerala South Female Kerala South
LD2390 LD2225 7 33.928 Male Tamil_Nadu South Female Tamil_Nadu South
LD0869 LD0783 9 30.33 Female Tamil_Nadu South Male Tamil_Nadu South
LD0145 LD1675 33 100.487 Male Haryana North Female Haryana North
LD0262 LD0471 12 35.267 Female Haryana North Male Haryana North
LD0837 LD0923 11 41.002 Female Kerala South Male Kerala South
LD0940 LD1582 12 37.084 Male Bihar East Male Rajasthan North
LD0739 LD0223 20 60.427 Male Rajasthan North Male Rajasthan North
LD0437 LD1924 16 52.08 Male Tamil_Nadu South Male Rajasthan North
LD2743 LD2028 6 27.273 Male Tamil_Nadu South Male Odisha East
LD0186 LD0909 15 45.051 Female Tamil_Nadu South Female Tamil_Nadu South
LD2333 LD2560 15 51.423 Female Kerala South Female Kerala South
LD2545 LD0646 14 77.423 Male Kerala South Female Kerala South
LD2587 LD0124 11 31.686 Female Haryana North Male Kerala South
LD0036 LD2135 15 48.831 Female Delhi North Female Missing Other
LD1893 LD2302 23 80.145 Female Kerala South Male Kerala South
LD0708 LD0820 71 426.038 Male Rajasthan North Male Rajasthan North
LD0742 LD1330 54 237.752 Male Kerala South Female Kerala South
LD1645 LD2200 11 36.461 Female Punjab North Female Jammu_&_Kashmir North
LD2529 LD2347 11 36.039 Female Haryana North Female Uttar_Pradesh Central
LD2049 LD1924 24 70.608 Female Rajasthan North Male Rajasthan North
LD0514 LD1787 15 47.07 Female Karnataka South Male Karnataka South
LD1714 LD0653 110 422.216 Male Rajasthan North Male Rajasthan North
LD1165 LD1128 21 102.931 Male Kerala South Female Kerala South
LD2311 LD0936 13 53.722 Female Haryana North Female Haryana North
LD2428 LD0346 12 36.125 Female Kerala South Male Kerala South
LD1829 LD1128 27 128.332 Female Kerala South Female Kerala South
LD0082 LD1492 92 483.121 Female Kerala South Female Kerala South
LD1469 LD2132 13 40.32 Female Tamil_Nadu South Female Madhya_Pradesh Central
LD0102 LD2043 44 184.84 Male Kerala South Female Kerala South
LD0447 LD1338 36 135.464 Female Uttar_Pradesh Central Male Uttar_Pradesh Central
LD0335 LD0786 19 85.64 Female Kerala South Male Kerala South
LD1408 LD1680 24 87.96 Female Kerala South Male Kerala South
LD2117 LD1216 29 97.92 Male Missing Other Male Rajasthan North
LD1326 LD2432 17 52.839 Male Uttar_Pradesh Central Female Uttar_Pradesh Central
LD0822 LD0834 159 1001.28 Male Kerala South Female Kerala South
LD0203 LD2631 20 67.036 Male Uttar_Pradesh Central Female Uttar_Pradesh Central
LD0950 LD0857 36 127.695 Female Tamil_Nadu South Male Tamil_Nadu South
LD2530 LD1633 170 1140.56 Female Karnataka South Male Karnataka South
LD0993 LD0194 14 39.895 Male Rajasthan North Female Rajasthan North
LD0916 LD0064 13 68.586 Male Kerala South Female Kerala South
LD2264 LD0080 14 44.129 Male Rajasthan North Female Gujarat West
LD1671 LD2595 13 35 Female Tamil_Nadu South Male Telangana South
LD2596 LD0630 41 170.991 Female Haryana North Female Rajasthan North
LD0366 LD0713 12 36.453 Male Tamil_Nadu South Male Bihar East
LD1321 LD1195 12 44.241 Female Kerala South Male Kerala South
LD2736 LD0343 9 30.435 Female Uttar_Pradesh Central Male Haryana North
LD0328 LD0025 15 43.333 Female Uttar_Pradesh Central Male Punjab North
LD2612 LD2042 12 39.814 Male Haryana North Female Delhi North
LD0651 LD0837 7 30.427 Female Kerala South Female Kerala South
LD1421 LD2433 12 32.591 Female Rajasthan North Male Kerala South
LD1470 LD2157 26 89.987 Female Kerala South Female Kerala South
LD1568 LD0277 34 105.635 Female Rajasthan North Female Rajasthan North
LD1021 LD1222 59 339.94 Male Rajasthan North Male Rajasthan North
LD2728 LD0551 15 71.643 Female Rajasthan North Male Rajasthan North
LD1644 LD2688 96 637.57 Female Kerala South Female Kerala South
LD0430 LD0648 12 38.59 Male Uttar_Pradesh Central Female West_Bengal East
LD0574 LD0913 34 189.497 Male Tamil_Nadu South Female Tamil_Nadu South
LD1330 LD2198 94 602.546 Female Kerala South Male Kerala South
LD1914 LD2444 15 42.348 Female Haryana North Female Uttar_Pradesh Central
LD1517 LD1440 12 36.372 Male Haryana North Male West_Bengal East
LD1477 LD0789 12 32.699 Female Delhi North Male Odisha East
LD1101 LD2194 13 36.241 Male Delhi North Male Uttarakhand Central
LD0529 LD2161 44 174.885 Female Missing Other Female Kerala South
LD2695 LD0370 11 29.079 Male Karnataka South Female Telangana South
LD2748 LD1429 29 81.232 Female Haryana North Female Delhi North
LD0957 LD1440 12 40.201 Female Haryana North Male West_Bengal East
LD2664 LD0124 15 45.509 Male Kerala South Male Kerala South
LD0814 LD1813 16 51.391 Female Haryana North Female Punjab North
LD1849 LD0024 16 54.391 Female Tamil_Nadu South Female Tamil_Nadu South
LD2236 LD2363 14 41.384 Female Kerala South Female Haryana North
LD1746 LD1174 10 29.4 Male Tamil_Nadu South Female Tamil_Nadu South
LD0016 LD2296 10 35.498 Male Kerala South Male Rajasthan North
LD1572 LD0498 27 110.561 Male Kerala South Female Kerala South
LD1953 LD1966 18 64.749 Male Karnataka South Female Karnataka South
LD2433 LD0523 71 371.593 Male Kerala South Female Kerala South
LD0402 LD0927 9 36.559 Male Delhi North Female Kerala South
LD2219 LD1216 43 123.385 Male Delhi North Male Rajasthan North
LD1949 LD0956 34 155.009 Male Tamil_Nadu South Male Tamil_Nadu South
LD0793 LD2200 10 36.313 Female Haryana North Female Jammu_&_Kashmir North
LD2337 LD1763 11 37.745 Female Kerala South Female Tamil_Nadu South
LD2138 LD1698 13 38.982 Male Tamil_Nadu South Female Tamil_Nadu South
LD2208 LD1670 28 102.052 Male Missing Other Male Delhi North
LD0061 LD0371 19 57.959 Female Haryana North Female Haryana North
LD1279 LD2170 104 396.44 Male Kerala South Female Kerala South
LD0458 LD1694 27 102.079 Female Kerala South Female Kerala South
LD0174 LD2116 13 36.595 Female Uttar_Pradesh Central Female Punjab North
LD0535 LD2510 28 83.031 Female Rajasthan North Female Rajasthan North
LD0671 LD2323 12 35.225 Female Haryana North Female Haryana North
LD0323 LD2302 13 38.155 Male Rajasthan North Male Kerala South
LD1962 LD1245 156 933.364 Female Uttar_Pradesh Central Male Uttar_Pradesh Central
LD1510 LD0124 12 34.902 Female Uttar_Pradesh Central Male Kerala South
LD2125 LD1380 26 97.005 Male Kerala South Male Kerala South
LD0322 LD2721 13 46.553 Male Karnataka South Male Karnataka South
LD1147 LD0498 35 134.239 Female Kerala South Female Kerala South
LD1320 LD0804 12 37.216 Female Haryana North Female Uttarakhand Central
LD0582 LD0075 251 1433.13 Male Karnataka South Female Karnataka South
LD1266 LD1393 27 106.308 Female Karnataka South Female Karnataka South
LD0584 LD0655 121 520.201 Male Tamil_Nadu South Male Tamil_Nadu South
LD1621 LD1609 14 36.351 Female Uttar_Pradesh Central Male Assam North-East
LD2477 LD0633 11 35.673 Female Kerala South Male Rajasthan North
LD0803 LD2292 129 769.435 Male Tamil_Nadu South Male Tamil_Nadu South
LD1815 LD1572 16 79.677 Male Kerala South Male Kerala South
LD0367 LD1385 14 37.791 Male Delhi North Male Odisha East
LD1631 LD2007 20 62.397 Male Kerala South Male Kerala South
LD0350 LD1290 29 113.975 Male Kerala South Male Kerala South
LD1692 LD1805 10 32.128 Male Haryana North Male Haryana North
LD0300 LD1001 19 65.164 Male Kerala South Female Kerala South
LD2051 LD1501 11 39.561 Female Tamil_Nadu South Female Tamil_Nadu South
LD0075 LD0582 251 1433.13 Female Karnataka South Male Karnataka South
LD1969 LD2200 11 33.831 Female Tamil_Nadu South Female Jammu_&_Kashmir North
LD2589 LD2185 19 53.114 Male Rajasthan North Male Punjab North
LD0689 LD1924 24 66.212 Female Haryana North Male Rajasthan North
LD0691 LD1183 12 35.608 Male Haryana North Female Haryana North
LD2441 LD0257 12 37.985 Male Haryana North Male Rajasthan North
LD0274 LD0797 23 62.376 Male Rajasthan North Female Punjab North
LD1359 LD1936 16 51.531 Male Kerala South Male Kerala South
LD0215 LD2532 20 59.871 Male Delhi North Female Punjab North
LD2623 LD0583 93 439.264 Male Tamil_Nadu South Male Tamil_Nadu South
LD1824 LD2584 9 24.493 Female Tamil_Nadu South Male Kerala South
LD1851 LD2560 14 46.318 Female Kerala South Female Kerala South
LD0820 LD0708 71 426.038 Male Rajasthan North Male Rajasthan North
LD1430 LD0231 13 38.681 Female Rajasthan North Female Gujarat West
LD0808 LD2645 12 35.189 Male Karnataka South Male Uttar_Pradesh Central
LD2427 LD0130 14 40.554 Female Kerala South Male Kerala South
LD0160 LD1798 42 158.001 Male Kerala South Female Kerala South
LD1138 LD2176 24 64.863 Female Haryana North Female Rajasthan North
LD1048 LD0019 9 28.095 Male Tamil_Nadu South Male Jammu_&_Kashmir North
LD0094 LD1453 18 74.313 Female Kerala South Male Kerala South
LD0001 LD2623 39 136.99 Female Tamil_Nadu South Male Tamil_Nadu South
LD2057 LD0278 36 148.591 Female Kerala South Female Kerala South
LD0030 LD2508 102 474.031 Male Tamil_Nadu South Female Tamil_Nadu South
LD0864 LD0985 13 37.614 Female Uttar_Pradesh Central Female Delhi North
LD1677 LD1086 206 1167.43 Male Tamil_Nadu South Female Tamil_Nadu South
LD2700 LD2200 16 41.126 Male Missing Other Female Jammu_&_Kashmir North
LD0559 LD2495 105 529.363 Male Karnataka South Male Karnataka South
LD1820 LD1338 86 502.958 Male Uttar_Pradesh Central Male Uttar_Pradesh Central
LD0783 LD2561 12 31.52 Male Tamil_Nadu South Male Kerala South
LD0890 LD0346 13 35.586 Male Kerala South Male Kerala South
LD1350 LD2172 12 40.614 Female Haryana North Female Rajasthan North
LD1058 LD2200 16 50.054 Male Delhi North Female Jammu_&_Kashmir North
LD2492 LD2402 55 250.507 Female Kerala South Female Kerala South
LD0948 LD1021 31 110.44 Female Rajasthan North Male Rajasthan North
