#ID nb_sup2 sum_sup2 mean_sup2 nb_sup8 sum_sup8 mean_sup8 nb_sup20 sum_sup20 mean_sup20 Sex State Region
HG00130 1 2.168 2.168 0 0 0 0 0 0 2 GBR EUR
HG00131 0 0 0 0 0 0 0 0 0 1 GBR EUR
HG00132 1 3.082 3.082 0 0 0 0 0 0 2 GBR EUR
HG00133 1 3.541 3.541 0 0 0 0 0 0 2 GBR EUR
HG00136 1 2.341 2.341 0 0 0 0 0 0 1 GBR EUR
HG00137 0 0 0 0 0 0 0 0 0 2 GBR EUR
HG00138 0 0 0 0 0 0 0 0 0 1 GBR EUR
HG00139 2 4.663 2.3315 0 0 0 0 0 0 1 GBR EUR
HG00140 0 0 0 0 0 0 0 0 0 1 GBR EUR
HG00141 1 2.475 2.475 0 0 0 0 0 0 1 GBR EUR
HG00142 0 0 0 0 0 0 0 0 0 1 GBR EUR
HG00143 0 0 0 0 0 0 0 0 0 1 GBR EUR
HG00145 0 0 0 0 0 0 0 0 0 1 GBR EUR
HG00146 2 6.286 3.143 0 0 0 0 0 0 2 GBR EUR
HG00148 0 0 0 0 0 0 0 0 0 1 GBR EUR
HG00149 1 2.05 2.05 0 0 0 0 0 0 1 GBR EUR
HG00150 2 4.095 2.0475 0 0 0 0 0 0 2 GBR EUR
HG00151 1 2.48 2.48 0 0 0 0 0 0 1 GBR EUR
HG00154 0 0 0 0 0 0 0 0 0 2 GBR EUR
HG00157 1 2.477 2.477 0 0 0 0 0 0 1 GBR EUR
HG00158 1 3.411 3.411 0 0 0 0 0 0 2 GBR EUR
HG00159 1 3.472 3.472 0 0 0 0 0 0 1 GBR EUR
HG00160 1 2.3 2.3 0 0 0 0 0 0 1 GBR EUR
HG00171 5 13.735 2.747 0 0 0 0 0 0 2 FIN EUR
HG00173 1 2.338 2.338 0 0 0 0 0 0 2 FIN EUR
HG00174 0 0 0 0 0 0 0 0 0 2 FIN EUR
HG00176 7 18.163 2.59471 0 0 0 0 0 0 2 FIN EUR
HG00177 1 2.06 2.06 0 0 0 0 0 0 2 FIN EUR
HG00178 3 6.633 2.211 0 0 0 0 0 0 2 FIN EUR
HG00179 0 0 0 0 0 0 0 0 0 2 FIN EUR
HG00180 2 5.822 2.911 0 0 0 0 0 0 2 FIN EUR
HG00181 1 3.964 3.964 0 0 0 0 0 0 1 FIN EUR
HG00182 2 6.778 3.389 0 0 0 0 0 0 1 FIN EUR
HG00183 4 21.766 5.4415 1 11.383 11.383 0 0 0 1 FIN EUR
HG00185 2 7.639 3.8195 0 0 0 0 0 0 1 FIN EUR
HG00186 3 8.711 2.90367 0 0 0 0 0 0 1 FIN EUR
HG00187 3 12.92 4.30667 1 8.048 8.048 0 0 0 1 FIN EUR
HG00188 1 2.095 2.095 0 0 0 0 0 0 1 FIN EUR
HG00189 1 2.454 2.454 0 0 0 0 0 0 1 FIN EUR
HG00190 2 7.109 3.5545 0 0 0 0 0 0 1 FIN EUR
HG00231 0 0 0 0 0 0 0 0 0 2 GBR EUR
HG00232 0 0 0 0 0 0 0 0 0 2 GBR EUR
HG00233 1 2.1 2.1 0 0 0 0 0 0 2 GBR EUR
HG00234 1 2.443 2.443 0 0 0 0 0 0 1 GBR EUR
HG00235 0 0 0 0 0 0 0 0 0 2 GBR EUR
HG00236 16 89.462 5.59138 3 29.448 9.816 0 0 0 2 GBR EUR
HG00237 0 0 0 0 0 0 0 0 0 2 GBR EUR
HG00238 3 12.83 4.27667 0 0 0 0 0 0 2 GBR EUR
HG00239 1 2.055 2.055 0 0 0 0 0 0 2 GBR EUR
HG00240 0 0 0 0 0 0 0 0 0 2 GBR EUR
HG00242 0 0 0 0 0 0 0 0 0 1 GBR EUR
HG00243 1 3.472 3.472 0 0 0 0 0 0 1 GBR EUR
HG00244 1 2.487 2.487 0 0 0 0 0 0 1 GBR EUR
HG00245 3 8.841 2.947 0 0 0 0 0 0 2 GBR EUR
HG00246 0 0 0 0 0 0 0 0 0 1 GBR EUR
HG00250 0 0 0 0 0 0 0 0 0 2 GBR EUR
HG00251 1 3.791 3.791 0 0 0 0 0 0 1 GBR EUR
HG00252 4 11.797 2.94925 0 0 0 0 0 0 1 GBR EUR
HG00253 2 5.202 2.601 0 0 0 0 0 0 2 GBR EUR
HG00254 0 0 0 0 0 0 0 0 0 2 GBR EUR
HG00255 1 2.451 2.451 0 0 0 0 0 0 2 GBR EUR
HG00256 1 3.44 3.44 0 0 0 0 0 0 1 GBR EUR
HG00257 2 8.306 4.153 0 0 0 0 0 0 2 GBR EUR
HG00258 2 6.173 3.0865 0 0 0 0 0 0 2 GBR EUR
HG00259 0 0 0 0 0 0 0 0 0 2 GBR EUR
HG00260 1 4.308 4.308 0 0 0 0 0 0 1 GBR EUR
HG00261 1 2.099 2.099 0 0 0 0 0 0 2 GBR EUR
HG00262 0 0 0 0 0 0 0 0 0 2 GBR EUR
HG00263 0 0 0 0 0 0 0 0 0 2 GBR EUR
HG00264 2 6.459 3.2295 0 0 0 0 0 0 1 GBR EUR
HG00265 0 0 0 0 0 0 0 0 0 1 GBR EUR
HG00266 0 0 0 0 0 0 0 0 0 2 FIN EUR
HG00267 3 9.928 3.30933 0 0 0 0 0 0 1 FIN EUR
HG00268 2 4.404 2.202 0 0 0 0 0 0 2 FIN EUR
HG00269 5 14.552 2.9104 0 0 0 0 0 0 2 FIN EUR
HG00271 7 25.558 3.65114 0 0 0 0 0 0 1 FIN EUR
HG00272 4 10.068 2.517 0 0 0 0 0 0 2 FIN EUR
HG00273 1 2.245 2.245 0 0 0 0 0 0 1 FIN EUR
HG00274 2 6.321 3.1605 0 0 0 0 0 0 2 FIN EUR
HG00275 1 2.01 2.01 0 0 0 0 0 0 2 FIN EUR
HG00276 3 7.752 2.584 0 0 0 0 0 0 2 FIN EUR
HG00277 4 10.405 2.60125 0 0 0 0 0 0 1 FIN EUR
HG00278 0 0 0 0 0 0 0 0 0 1 FIN EUR
HG00280 2 6.933 3.4665 0 0 0 0 0 0 1 FIN EUR
HG00281 0 0 0 0 0 0 0 0 0 2 FIN EUR
HG00282 1 2.089 2.089 0 0 0 0 0 0 2 FIN EUR
HG00284 1 2.899 2.899 0 0 0 0 0 0 1 FIN EUR
HG00285 4 8.38 2.095 0 0 0 0 0 0 2 FIN EUR
HG00288 1 3.687 3.687 0 0 0 0 0 0 2 FIN EUR
HG00290 5 17.214 3.4428 0 0 0 0 0 0 1 FIN EUR
HG00304 3 7.966 2.65533 0 0 0 0 0 0 2 FIN EUR
HG00306 1 2.247 2.247 0 0 0 0 0 0 2 FIN EUR
HG00308 0 0 0 0 0 0 0 0 0 1 FIN EUR
HG00309 3 8.69 2.89667 0 0 0 0 0 0 2 FIN EUR
HG00310 0 0 0 0 0 0 0 0 0 1 FIN EUR
HG00311 0 0 0 0 0 0 0 0 0 1 FIN EUR
HG00313 4 11.58 2.895 0 0 0 0 0 0 2 FIN EUR
HG00315 1 2.088 2.088 0 0 0 0 0 0 2 FIN EUR
HG00318 1 2.312 2.312 0 0 0 0 0 0 2 FIN EUR
HG00319 0 0 0 0 0 0 0 0 0 2 FIN EUR
HG00320 5 12.067 2.4134 0 0 0 0 0 0 2 FIN EUR
HG00321 1 3.472 3.472 0 0 0 0 0 0 1 FIN EUR
HG00323 7 18.215 2.60214 0 0 0 0 0 0 2 FIN EUR
HG00324 9 35.071 3.89678 1 8.62 8.62 0 0 0 2 FIN EUR
HG00325 3 9.561 3.187 0 0 0 0 0 0 1 FIN EUR
HG00326 3 9.155 3.05167 0 0 0 0 0 0 2 FIN EUR
HG00327 3 6.879 2.293 0 0 0 0 0 0 2 FIN EUR
HG00328 3 9.841 3.28033 0 0 0 0 0 0 2 FIN EUR
HG00329 4 10.654 2.6635 0 0 0 0 0 0 1 FIN EUR
HG00330 0 0 0 0 0 0 0 0 0 2 FIN EUR
HG00331 2 7.729 3.8645 0 0 0 0 0 0 2 FIN EUR
HG00332 1 2.058 2.058 0 0 0 0 0 0 2 FIN EUR
HG00334 2 4.901 2.4505 0 0 0 0 0 0 2 FIN EUR
HG00335 7 16.731 2.39014 0 0 0 0 0 0 1 FIN EUR
HG00336 0 0 0 0 0 0 0 0 0 1 FIN EUR
HG00337 1 2.505 2.505 0 0 0 0 0 0 2 FIN EUR
HG00338 1 2.374 2.374 0 0 0 0 0 0 1 FIN EUR
HG00339 2 9.082 4.541 0 0 0 0 0 0 2 FIN EUR
HG00341 5 15.136 3.0272 0 0 0 0 0 0 1 FIN EUR
HG00342 2 5.307 2.6535 0 0 0 0 0 0 1 FIN EUR
HG00343 2 5.805 2.9025 0 0 0 0 0 0 2 FIN EUR
HG00344 2 5.909 2.9545 0 0 0 0 0 0 2 FIN EUR
HG00345 0 0 0 0 0 0 0 0 0 1 FIN EUR
HG00346 2 6.087 3.0435 0 0 0 0 0 0 2 FIN EUR
HG00349 3 6.533 2.17767 0 0 0 0 0 0 2 FIN EUR
HG00350 0 0 0 0 0 0 0 0 0 2 FIN EUR
HG00351 3 8.039 2.67967 0 0 0 0 0 0 1 FIN EUR
HG00353 0 0 0 0 0 0 0 0 0 2 FIN EUR
HG00355 2 4.835 2.4175 0 0 0 0 0 0 2 FIN EUR
HG00356 3 9.575 3.19167 0 0 0 0 0 0 2 FIN EUR
HG00357 2 4.179 2.0895 0 0 0 0 0 0 2 FIN EUR
HG00358 7 22.996 3.28514 0 0 0 0 0 0 1 FIN EUR
HG00360 0 0 0 0 0 0 0 0 0 1 FIN EUR
HG00361 1 2.402 2.402 0 0 0 0 0 0 2 FIN EUR
HG00362 2 4.696 2.348 0 0 0 0 0 0 2 FIN EUR
HG00364 4 11.9 2.975 0 0 0 0 0 0 2 FIN EUR
HG00365 4 14.764 3.691 0 0 0 0 0 0 2 FIN EUR
HG00366 3 8.921 2.97367 0 0 0 0 0 0 1 FIN EUR
HG00367 1 3.486 3.486 0 0 0 0 0 0 2 FIN EUR
HG00368 3 8.865 2.955 0 0 0 0 0 0 2 FIN EUR
HG00369 3 6.343 2.11433 0 0 0 0 0 0 1 FIN EUR
HG00371 2 6.305 3.1525 0 0 0 0 0 0 1 FIN EUR
HG00372 1 3.318 3.318 0 0 0 0 0 0 1 FIN EUR
HG00373 6 15.531 2.5885 0 0 0 0 0 0 2 FIN EUR
HG00375 1 2.103 2.103 0 0 0 0 0 0 1 FIN EUR
HG00376 2 6.89 3.445 0 0 0 0 0 0 2 FIN EUR
HG00378 5 13.423 2.6846 0 0 0 0 0 0 2 FIN EUR
HG00379 2 7.356 3.678 0 0 0 0 0 0 2 FIN EUR
HG00380 1 2.717 2.717 0 0 0 0 0 0 2 FIN EUR
HG00381 1 2.308 2.308 0 0 0 0 0 0 2 FIN EUR
HG00382 2 4.965 2.4825 0 0 0 0 0 0 1 FIN EUR
HG00383 5 12.933 2.5866 0 0 0 0 0 0 2 FIN EUR
HG00384 1 2.409 2.409 0 0 0 0 0 0 2 FIN EUR
HG00403 1 2.473 2.473 0 0 0 0 0 0 1 CHS EAS
HG00404 1 2.183 2.183 0 0 0 0 0 0 2 CHS EAS
HG00406 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00407 0 0 0 0 0 0 0 0 0 2 CHS EAS
HG00409 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00410 0 0 0 0 0 0 0 0 0 2 CHS EAS
HG00418 2 6.041 3.0205 0 0 0 0 0 0 1 CHS EAS
HG00419 1 2.633 2.633 0 0 0 0 0 0 2 CHS EAS
HG00421 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00422 1 2.493 2.493 0 0 0 0 0 0 2 CHS EAS
HG00427 1 2.478 2.478 0 0 0 0 0 0 1 CHS EAS
HG00428 1 2.088 2.088 0 0 0 0 0 0 2 CHS EAS
HG00436 1 3.449 3.449 0 0 0 0 0 0 1 CHS EAS
HG00437 0 0 0 0 0 0 0 0 0 2 CHS EAS
HG00442 2 5.954 2.977 0 0 0 0 0 0 1 CHS EAS
HG00443 3 12.957 4.319 0 0 0 0 0 0 2 CHS EAS
HG00445 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00446 1 3.466 3.466 0 0 0 0 0 0 2 CHS EAS
HG00448 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00449 3 9.094 3.03133 0 0 0 0 0 0 2 CHS EAS
HG00451 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00452 1 2.491 2.491 0 0 0 0 0 0 2 CHS EAS
HG00457 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00458 0 0 0 0 0 0 0 0 0 2 CHS EAS
HG00463 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00464 0 0 0 0 0 0 0 0 0 2 CHS EAS
HG00472 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00473 11 55.26 5.02364 2 24.713 12.3565 0 0 0 2 CHS EAS
HG00475 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00476 2 6.047 3.0235 0 0 0 0 0 0 2 CHS EAS
HG00478 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00479 0 0 0 0 0 0 0 0 0 2 CHS EAS
HG00500 2 6.319 3.1595 0 0 0 0 0 0 1 CHS EAS
HG00501 1 2.19 2.19 0 0 0 0 0 0 2 CHS EAS
HG00512 1 2.19 2.19 0 0 0 0 0 0 1 CHS EAS
HG00513 0 0 0 0 0 0 0 0 0 2 CHS EAS
HG00524 1 2.19 2.19 0 0 0 0 0 0 1 CHS EAS
HG00525 15 71.159 4.74393 1 10.49 10.49 0 0 0 2 CHS EAS
HG00530 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00531 1 2.966 2.966 0 0 0 0 0 0 2 CHS EAS
HG00533 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00534 0 0 0 0 0 0 0 0 0 2 CHS EAS
HG00536 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00537 0 0 0 0 0 0 0 0 0 2 CHS EAS
HG00542 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00543 1 2.48 2.48 0 0 0 0 0 0 2 CHS EAS
HG00551 3 9.694 3.23133 0 0 0 0 0 0 2 PUR AMR
HG00553 2 4.671 2.3355 0 0 0 0 0 0 1 PUR AMR
HG00554 0 0 0 0 0 0 0 0 0 2 PUR AMR
HG00556 1 2.257 2.257 0 0 0 0 0 0 1 CHS EAS
HG00557 3 6.788 2.26267 0 0 0 0 0 0 2 CHS EAS
HG00559 1 2.424 2.424 0 0 0 0 0 0 1 CHS EAS
HG00560 0 0 0 0 0 0 0 0 0 2 CHS EAS
HG00565 1 2.464 2.464 0 0 0 0 0 0 1 CHS EAS
HG00566 0 0 0 0 0 0 0 0 0 2 CHS EAS
HG00577 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00578 1 2.327 2.327 0 0 0 0 0 0 2 CHS EAS
HG00580 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00581 0 0 0 0 0 0 0 0 0 2 CHS EAS
HG00583 1 2.48 2.48 0 0 0 0 0 0 1 CHS EAS
HG00584 0 0 0 0 0 0 0 0 0 2 CHS EAS
HG00589 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00590 1 2.229 2.229 0 0 0 0 0 0 2 CHS EAS
HG00592 1 2.99 2.99 0 0 0 0 0 0 1 CHS EAS
HG00593 1 2.473 2.473 0 0 0 0 0 0 2 CHS EAS
HG00595 1 2.31 2.31 0 0 0 0 0 0 1 CHS EAS
HG00596 0 0 0 0 0 0 0 0 0 2 CHS EAS
HG00598 1 2.484 2.484 0 0 0 0 0 0 1 CHS EAS
HG00599 1 2.48 2.48 0 0 0 0 0 0 2 CHS EAS
HG00607 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00608 0 0 0 0 0 0 0 0 0 2 CHS EAS
HG00610 1 2.303 2.303 0 0 0 0 0 0 1 CHS EAS
HG00611 0 0 0 0 0 0 0 0 0 2 CHS EAS
HG00613 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00614 0 0 0 0 0 0 0 0 0 2 CHS EAS
HG00619 7 33.101 4.72871 1 8.84 8.84 0 0 0 1 CHS EAS
HG00620 1 2.478 2.478 0 0 0 0 0 0 2 CHS EAS
HG00622 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00623 2 7.362 3.681 0 0 0 0 0 0 2 CHS EAS
HG00625 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00626 0 0 0 0 0 0 0 0 0 2 CHS EAS
HG00628 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00629 0 0 0 0 0 0 0 0 0 2 CHS EAS
HG00631 1 2.572 2.572 0 0 0 0 0 0 1 CHS EAS
HG00632 1 2.19 2.19 0 0 0 0 0 0 2 CHS EAS
HG00634 2 5.966 2.983 0 0 0 0 0 0 1 CHS EAS
HG00635 0 0 0 0 0 0 0 0 0 2 CHS EAS
HG00637 1 3.831 3.831 0 0 0 0 0 0 1 PUR AMR
HG00638 5 13.107 2.6214 0 0 0 0 0 0 2 PUR AMR
HG00640 8 27.247 3.40588 0 0 0 0 0 0 1 PUR AMR
HG00641 6 21.973 3.66217 1 8.097 8.097 0 0 0 2 PUR AMR
HG00650 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00651 2 4.487 2.2435 0 0 0 0 0 0 2 CHS EAS
HG00653 1 2.088 2.088 0 0 0 0 0 0 1 CHS EAS
HG00654 0 0 0 0 0 0 0 0 0 2 CHS EAS
HG00656 1 2.083 2.083 0 0 0 0 0 0 1 CHS EAS
HG00657 0 0 0 0 0 0 0 0 0 2 CHS EAS
HG00662 1 2.088 2.088 0 0 0 0 0 0 1 CHS EAS
HG00663 0 0 0 0 0 0 0 0 0 2 CHS EAS
HG00671 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00672 0 0 0 0 0 0 0 0 0 2 CHS EAS
HG00674 3 6.842 2.28067 0 0 0 0 0 0 1 CHS EAS
HG00675 1 4.329 4.329 0 0 0 0 0 0 2 CHS EAS
HG00683 2 5.019 2.5095 0 0 0 0 0 0 1 CHS EAS
HG00684 1 2.489 2.489 0 0 0 0 0 0 2 CHS EAS
HG00689 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00690 0 0 0 0 0 0 0 0 0 2 CHS EAS
HG00692 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00693 0 0 0 0 0 0 0 0 0 2 CHS EAS
HG00698 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00699 1 2.628 2.628 0 0 0 0 0 0 2 CHS EAS
HG00701 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00704 1 2.377 2.377 0 0 0 0 0 0 1 CHS EAS
HG00705 1 3.97 3.97 0 0 0 0 0 0 2 CHS EAS
HG00707 0 0 0 0 0 0 0 0 0 1 CHS EAS
HG00708 0 0 0 0 0 0 0 0 0 2 CHS EAS
HG00717 1 2.493 2.493 0 0 0 0 0 0 2 CHS EAS
HG00728 1 2.493 2.493 0 0 0 0 0 0 1 CHS EAS
HG00729 0 0 0 0 0 0 0 0 0 2 CHS EAS
HG00731 2 6.758 3.379 0 0 0 0 0 0 1 PUR AMR
HG00732 8 22.518 2.81475 0 0 0 0 0 0 2 PUR AMR
HG00734 3 8.852 2.95067 0 0 0 0 0 0 2 PUR AMR
HG00736 7 21.381 3.05443 0 0 0 0 0 0 1 PUR AMR
HG00737 2 6.441 3.2205 0 0 0 0 0 0 2 PUR AMR
HG00739 0 0 0 0 0 0 0 0 0 1 PUR AMR
HG00740 2 6.188 3.094 0 0 0 0 0 0 2 PUR AMR
HG00742 3 17.536 5.84533 1 9.263 9.263 0 0 0 1 PUR AMR
HG00743 2 5.341 2.6705 0 0 0 0 0 0 2 PUR AMR
HG00759 3 8.923 2.97433 0 0 0 0 0 0 2 CDX EAS
HG00766 2 4.563 2.2815 0 0 0 0 0 0 2 CDX EAS
HG00844 1 2.576 2.576 0 0 0 0 0 0 1 CDX EAS
HG00851 0 0 0 0 0 0 0 0 0 2 CDX EAS
HG00864 2 5.485 2.7425 0 0 0 0 0 0 2 CDX EAS
HG00879 2 6.572 3.286 0 0 0 0 0 0 2 CDX EAS
HG00881 1 3.58 3.58 0 0 0 0 0 0 1 CDX EAS
HG00956 1 2.764 2.764 0 0 0 0 0 0 2 CDX EAS
HG00978 2 6.221 3.1105 0 0 0 0 0 0 2 CDX EAS
HG00982 2 6.345 3.1725 0 0 0 0 0 0 1 CDX EAS
HG01028 1 2.155 2.155 0 0 0 0 0 0 1 CDX EAS
HG01029 0 0 0 0 0 0 0 0 0 2 CDX EAS
HG01031 0 0 0 0 0 0 0 0 0 1 CDX EAS
HG01046 6 21.839 3.63983 0 0 0 0 0 0 2 CDX EAS
HG01047 0 0 0 0 0 0 0 0 0 1 PUR AMR
HG01048 7 20.661 2.95157 0 0 0 0 0 0 1 PUR AMR
HG01049 0 0 0 0 0 0 0 0 0 2 PUR AMR
HG01051 1 2.477 2.477 0 0 0 0 0 0 1 PUR AMR
HG01052 3 12.241 4.08033 0 0 0 0 0 0 2 PUR AMR
HG01054 0 0 0 0 0 0 0 0 0 1 PUR AMR
HG01055 3 10.06 3.35333 0 0 0 0 0 0 2 PUR AMR
HG01058 2 7.358 3.679 0 0 0 0 0 0 2 PUR AMR
HG01060 4 11.58 2.895 0 0 0 0 0 0 1 PUR AMR
HG01061 2 5.181 2.5905 0 0 0 0 0 0 2 PUR AMR
HG01063 1 2.789 2.789 0 0 0 0 0 0 1 PUR AMR
HG01064 5 13.411 2.6822 0 0 0 0 0 0 2 PUR AMR
HG01066 2 6.396 3.198 0 0 0 0 0 0 1 PUR AMR
HG01067 5 15.261 3.0522 0 0 0 0 0 0 2 PUR AMR
HG01069 1 3.079 3.079 0 0 0 0 0 0 1 PUR AMR
HG01070 4 9.798 2.4495 0 0 0 0 0 0 2 PUR AMR
HG01072 5 23.38 4.676 0 0 0 0 0 0 1 PUR AMR
HG01073 9 32.035 3.55944 0 0 0 0 0 0 2 PUR AMR
HG01075 0 0 0 0 0 0 0 0 0 1 PUR AMR
HG01077 4 15.416 3.854 0 0 0 0 0 0 2 PUR AMR
HG01079 2 6.998 3.499 0 0 0 0 0 0 1 PUR AMR
HG01080 1 2.286 2.286 0 0 0 0 0 0 2 PUR AMR
HG01082 5 25.838 5.1676 1 10.027 10.027 0 0 0 1 PUR AMR
HG01083 2 5.055 2.5275 0 0 0 0 0 0 2 PUR AMR
HG01085 0 0 0 0 0 0 0 0 0 1 PUR AMR
HG01086 7 23.699 3.38557 0 0 0 0 0 0 2 PUR AMR
HG01088 2 11.748 5.874 1 9.135 9.135 0 0 0 1 PUR AMR
HG01089 0 0 0 0 0 0 0 0 0 2 PUR AMR
HG01092 0 0 0 0 0 0 0 0 0 2 PUR AMR
HG01094 1 2.286 2.286 0 0 0 0 0 0 1 PUR AMR
HG01095 1 3.685 3.685 0 0 0 0 0 0 2 PUR AMR
HG01097 4 10.34 2.585 0 0 0 0 0 0 1 PUR AMR
HG01098 1 3.938 3.938 0 0 0 0 0 0 2 PUR AMR
HG01101 6 23.067 3.8445 0 0 0 0 0 0 1 PUR AMR
HG01102 4 11.993 2.99825 0 0 0 0 0 0 2 PUR AMR
HG01104 0 0 0 0 0 0 0 0 0 1 PUR AMR
HG01105 6 20.905 3.48417 0 0 0 0 0 0 2 PUR AMR
HG01107 3 9.229 3.07633 0 0 0 0 0 0 1 PUR AMR
HG01108 0 0 0 0 0 0 0 0 0 2 PUR AMR
HG01110 6 19.164 3.194 0 0 0 0 0 0 1 PUR AMR
HG01111 0 0 0 0 0 0 0 0 0 2 PUR AMR
HG01112 10 36.135 3.6135 0 0 0 0 0 0 1 CLM AMR
HG01113 0 0 0 0 0 0 0 0 0 2 CLM AMR
HG01119 6 16.302 2.717 0 0 0 0 0 0 2 CLM AMR
HG01121 0 0 0 0 0 0 0 0 0 1 CLM AMR
HG01122 1 3.553 3.553 0 0 0 0 0 0 2 CLM AMR
HG01124 0 0 0 0 0 0 0 0 0 1 CLM AMR
HG01125 0 0 0 0 0 0 0 0 0 2 CLM AMR
HG01130 2 4.579 2.2895 0 0 0 0 0 0 1 CLM AMR
HG01131 2 5.235 2.6175 0 0 0 0 0 0 2 CLM AMR
HG01133 4 11.712 2.928 0 0 0 0 0 0 1 CLM AMR
HG01134 1 3.464 3.464 0 0 0 0 0 0 2 CLM AMR
HG01136 0 0 0 0 0 0 0 0 0 1 CLM AMR
HG01137 3 7.275 2.425 0 0 0 0 0 0 2 CLM AMR
HG01139 0 0 0 0 0 0 0 0 0 1 CLM AMR
HG01140 12 42.329 3.52742 0 0 0 0 0 0 2 CLM AMR
HG01142 10 42.229 4.2229 1 9.886 9.886 0 0 0 1 CLM AMR
HG01148 45 154.58 3.43511 1 11.264 11.264 0 0 0 1 CLM AMR
HG01149 0 0 0 0 0 0 0 0 0 2 CLM AMR
HG01161 3 7.661 2.55367 0 0 0 0 0 0 1 PUR AMR
HG01162 4 19.357 4.83925 0 0 0 0 0 0 2 PUR AMR
HG01164 6 24.125 4.02083 0 0 0 0 0 0 1 PUR AMR
HG01167 3 9.836 3.27867 0 0 0 0 0 0 1 PUR AMR
HG01168 2 6.057 3.0285 0 0 0 0 0 0 2 PUR AMR
HG01170 5 13.852 2.7704 0 0 0 0 0 0 1 PUR AMR
HG01171 1 3.408 3.408 0 0 0 0 0 0 2 PUR AMR
HG01173 0 0 0 0 0 0 0 0 0 1 PUR AMR
